Gnai3	195.00
Pbsn	0.00
Cdc45	7.00
H19	2.00
Scml2	30.00
Apoh	0.00
Narf	472.00
Cav2	67.00
Klf6	366.00
Scmh1	1064.00
Cox5a	48.23
Tbx2	2.00
Tbx4	0.00
Zfy2	0.00
Ngfr	2.00
Wnt3	20.00
Wnt9a	122.00
Fer	254.00
Xpo6	1605.00
Tfe3	480.00
Axin2	265.27
Brat1	252.00
Gna12	102.15
Slc22a18	0.00
Itgb2l	0.00
Igsf5	0.00
Pih1d2	65.48
Dlat	358.00
Sdhd	136.00
Fgf23	20.00
Fgf6	0.00
Ccnd2	713.35
Gpr107	684.54
Nalcn	989.00
Btbd17	15.00
Slfn4	0.00
Th	0.00
Ins2	0.00
Scnn1g	3.00
Drp2	2497.00
Tspan32	3.00
Lhx2	275.00
Clec2g	5.00
Gmpr	107.00
Glra1	0.00
Mid2	151.00
Trim25	26.00
Dgke	1038.19
Scpep1	126.65
Mnt	457.00
Itgb2	3.25
Hddc2	51.00
Tpd52l1	50.00
Pemt	6.00
Cdh1	1.00
Cdh4	129.00
Ckmt1	351.00
Bcl6b	28.00
Clec10a	0.00
Alox12	11.00
Arvcf	238.55
Comt	332.45
Rtca	289.12
Dbt	47.00
Dazap2	378.00
Mcts1	95.00
Rem1	0.00
Rnf17	11.00
Trappc10	364.00
Ccm2	155.00
Wap	6.00
Tbrg4	258.00
Tmprss2	1.00
Mx1	13.00
Fap	119.00
Gcg	3.00
Ndufa9	182.49
Egfl6	3.00
Lck	4.00
Tssk3	3.00
Cttnbp2	6223.87
Galnt1	392.00
Myf5	0.00
Mkrn2	632.55
Pparg	152.00
Raf1	999.23
Sept1	32.00
Pdgfb	112.00
Acvrl1	4.00
Grasp	188.00
Acvr1b	1061.00
Tom1l2	1526.38
Gpa33	0.00
Zfp385a	248.00
Itga5	70.00
Gabra2	674.00
Wdr77	445.78
Adora3	1.00
Atp5f1	250.37
Sox9	81.00
Hnrnpd	985.05
Dynlt1c	347.92
C1d	54.00
Gm2a	76.00
Krit1	2080.00
Clcn4	720.49
Vmn2r88	0.00
Grm6	0.00
Sema4f	893.00
Hk2	4.00
Myo18a	1406.00
Sez6	909.00
Haao	1.00
Cd52	5.00
Abhd15	8.64
Hoxb6	0.00
Loxl3	56.63
Tcl1b5	0.00
Btn1a1	0.00
Kat2b	65.00
Rab5b	310.90
Cryba1	16.00
Dnmt3l	0.00
Aire	3.24
Icosl	2.00
Spg7	467.00
Sult5a1	0.00
Rpl13	189.91
Chmp1a	139.00
Rpa1	88.00
Serpinf1	12.00
Tubgcp3	1000.00
Oprm1	92.25
Polr3d	115.00
Tcf7	14.00
Ddx3x	901.00
Il12rb1	6.00
Slc5a5	49.00
Kcnn3	326.00
Usp32	1013.00
Car4	378.00
Txnrd3	12.00
Fasl	6.00
Zfp512b	1830.26
Dnajc5	1305.00
Tpd52l2	383.86
Fmr1	585.52
Bcl11a	2669.60
Il4	25.00
Pxmp4	80.00
Dlg3	708.00
Gnb1l	7.00
Dbh	2.00
Mmp11	5.00
Smarcb1	441.00
Vpreb3	3.00
Hip1r	330.81
Nsun5	473.00
Top1mt	82.46
Hoxa10	0.00
Hoxa4	0.00
Gm38393	1535.95
Mmp14	2.00
Slc7a7	12.05
Oxa1l	338.95
Heatr6	522.00
Ccl3	0.00
Wfdc18	1.00
Icam4	9.00
Ilf2	531.87
Chtop	725.00
Snapin	318.72
S100a4	0.00
S100a3	2.00
S100a5	0.00
S100a6	5.00
Scn4a	0.00
Icam2	0.00
Mapk7	318.92
Epn2	964.00
B9d1	185.00
Sec24b	1432.00
N4bp3	15.00
Rmnd5b	354.00
Nhp2	26.00
Vps9d1	867.47
Zfp276	331.99
C1ql4	0.00
Mfsd10	255.00
Luzp1	746.00
Slc13a2	0.00
Kctd10	453.78
Poldip2	365.00
Sebox	1.00
Ift20	749.00
Col6a1	1377.00
Pcbp3	191.00
Lgals9	2.00
Araf	801.00
Cfp	330.00
Timp1	17.00
Uxt	20.98
Cnnm3	445.80
Lman2l	398.98
Mcm3ap	608.54
Pcnt	343.00
Ftcd	4.00
Mxd1	285.00
Gmcl1	772.60
Snrnp27	71.00
Oas1c	18.00
Oas1h	0.00
Ocrl	1039.00
Calm1	8358.09
Agpat3	976.00
Slc26a3	3.00
Sema6b	340.00
Uhrf1	5.08
Dpp9	394.00
Ramp2	5.00
Lsr	14.02
Gramd1a	1435.99
Hpn	38.00
Gabrg1	15.00
Ckb	1489.00
Sp1	630.70
Itgb7	9.00
Myg1	285.23
Rarg	44.00
Pfdn5	132.77
Efnb2	489.00
Rrp15	166.00
Rnd2	31.00
Srr	959.56
Sync	39.20
Fndc5	261.00
Acp5	0.00
Cnn1	11.00
Fbxo9	224.00
Vps50	732.00
Hars	224.97
Zmat2	249.00
Ube2c	0.00
Smg5	766.00
Cct3	197.00
Glmp	148.03
Mef2d	2527.53
Tmem79	0.00
Snd1	534.00
Col18a1	10.00
Slc19a1	229.00
Kpnb1	2216.00
Npepps	863.00
Tbx21	0.00
Mrpl10	75.25
Cyp51	429.83
Tcf25	3174.00
Tubb6	42.00
Def8	168.00
Meox1	0.00
Sost	0.00
Nkx2-1	0.00
Pax9	1.00
Irx2	0.00
Col1a1	8.00
Itga3	217.00
Sgca	0.00
Dlx3	0.00
Foxm1	18.00
Itfg2	230.88
Nrip2	170.76
Tulp3	406.00
Gtf2h4	140.00
Tubb5	602.27
Ell2	347.31
Jup	158.00
Fkbp10	3.00
Klhl10	30.00
Mnx1	0.00
Nom1	292.00
Ergic1	684.00
Tnk1	4.00
Acap1	0.00
Tcea3	0.00
Csn3	0.00
Ifrd1	271.61
Stk38l	302.74
Brpf1	603.28
Akr1b3	222.21
Hoxc13	0.00
Hoxc11	0.00
Hoxc8	0.00
Hoxc6	0.00
Gstt1	19.00
Gstt3	2.00
Ddt	14.00
Tat	0.00
Marveld3	12.00
Ddx18	167.27
Ubl3	756.00
Gramd3	35.00
Eef1e1	23.00
Akt1	172.00
Cldn15	13.00
Il16	10.20
Tcirg1	75.00
Naglu	26.00
Coasy	153.00
Smo	8.00
Tspan33	145.00
Crnkl1	158.99
Rin2	36.00
Folh1	3.00
Chordc1	330.00
Rtcb	273.00
Pwp1	138.00
Fbxo7	407.88
Capns1	724.00
Lrp3	677.18
Dsg4	0.00
Evx2	0.00
Hoxd13	0.00
Hoxd12	0.00
Folr1	3.00
Clpb	537.00
Sept7	513.00
Zdhhc4	207.00
Rac1	944.71
Nup214	916.27
Aif1l	2.00
Cpa3	0.00
Ltbp1	69.00
Ugp2	120.00
Kcnh6	39.00
Trmt1	1328.00
Nacc1	645.00
Nfix	1260.85
Slc1a5	5.00
Uba1	1365.00
Vwf	5.17
Siae	346.00
Vsig2	119.00
Esam	32.00
Spa17	10.00
Fam50a	176.00
Emd	64.00
Taco1	15.89
Grik3	1182.00
Gria3	9191.11
Npas1	7.00
Sipa1l2	302.00
Ap4e1	429.21
Blvra	83.00
Pdzd4	215.23
Srpk3	156.00
Idh3g	1704.00
Pnck	395.00
Ssr4	379.00
Bcap31	97.00
Fam98a	511.74
Ltbp2	7.00
Kmt2a	11628.00
Ift46	170.20
Tmem25	792.00
Cd3g	0.00
Trappc6a	9.00
Supt6	1788.82
Spag5	660.00
Foxn1	3.00
Unc119	28.00
Rab34	72.00
Sdf2	145.18
Ccne1	76.00
Hsf2bp	2.00
Bbc3	9.00
Mybpc3	12.00
Psmc3	340.24
Acp2	879.16
Rapsn	3.00
Slc39a13	443.76
Celf2	12207.75
Nr1h3	22.00
Ddb2	266.84
Spi1	2.00
Sf3a1	533.00
Stat6	122.00
Clgn	197.00
Napsa	24.47
Vrk3	147.00
Smg9	263.86
Paxip1	835.00
Rmnd5a	577.00
Mov10	421.00
Ppm1j	0.00
Rhoc	8.00
Prr27	0.00
Tead3	4.00
Ppard	107.00
Def6	3.00
Peg3	16533.00
Zim1	21.00
Metrn	0.00
Lmf1	385.00
Narfl	131.11
Angptl4	1.00
Dbf4	29.00
Daxx	95.00
Cd320	121.00
Ipo4	614.00
Tm9sf1	373.45
Rec8	0.00
Irf9	298.71
Gmpr2	173.00
Mdp1	93.00
Dhrs1	285.00
Ncan	2997.91
Tmem161a	231.00
Armc6	150.53
Borcs8	129.00
Slc25a42	768.00
Snx9	86.00
Ranbp3	282.00
Ndufa11	56.74
Bmp8b	8.56
Nr2f6	52.02
Use1	110.00
Ocel1	310.98
Dyrk1b	268.00
Braf	3012.75
Ndufb2	330.07
Hltf	226.82
Prpf6	329.00
Rgs19	216.00
Rgs20	68.00
Abhd3	73.00
Snrpd1	22.77
Tchp	188.14
Tiam1	733.00
Tsc2	1534.86
Rpl3l	5.00
Slc9a3r2	176.00
Puf60	234.00
Golga2	429.00
Uck1	143.67
Scin	1.00
Ikzf4	283.00
Mien1	50.60
Pon1	2.00
Axl	17.00
Tgfb1	4.00
Ccdc97	325.00
Zfp40	406.00
Akap8l	1138.00
Shh	12.25
